Column1,player,position,foot,league,Squad_Rnk,nationality,value,age,height,pens_made,pens_att,cards_yellow,cards_red,minutes_90s,npxg_per_shot,npxg_net,assisted_shots,crosses_into_penalty_area,through_balls,crosses,throw_ins,sca,sca_dribbles,sca_shots,sca_fouled,gca_shots,gca_fouled,gca_og_for,fouls,fouled,offsides,interceptions,clearances,errors,carry_progressive_distance,own_goals,pens_won,pens_conceded,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,shots_total_per90,shots_on_target_per90,sca_per90,gca_per90,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_long,passes_long,passes_pct_long,passes_into_final_third,passes_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,passes_pressure,passes_switches,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca_passes_live,sca_passes_dead,gca_passes_live,gca_passes_dead,blocked_passes,passes_received,passes_received_pct,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribble_tackles_pct,gca_dribbles,dribbles_vs,dribbled_past,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,jerarquico,aglo,dbs
1701,JĂ©rĂ©my Morel,1,3,1,3,0,25000,35,172,0,0,2,0,20.1,0.08,0.0,5,4,0,13,60,17,0,3,0,1,0,0,10,18,0,16,74,1,2172,0,0,2,0.05,0.0,0.05,0.05,0.05,0.05,0.02,0.07,0.05,0.07,0.65,0.15,0.85,0.05,32,25,56.1,837,1003,83.4,17966,7199,245,275,89.1,146,218,67.0,54,6,56,910,93,33,165,28,634,145,224,792,84,47,3,2,16,15,23,12,1,0,0,16,749,97.4,0,0,0,0,23,16,20,2,1,7,29.2,0,24,17,7,9,77.8,7,145,46,31.7,80,52,13,33,17,0,1175,120,541,601,108,14,1086,4,0,0
1013,Christian GroĂź,1,5,5,16,1,30000,30,182,0,0,2,0,9.7,0.07,-0.2,2,1,0,3,1,10,1,1,0,0,0,0,15,8,0,7,69,0,2180,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,0.31,0.0,1.03,0.0,9,13,40.9,411,461,89.2,8610,2201,116,121,95.9,63,80,78.8,28,1,20,449,12,11,67,8,363,44,54,78,364,15,0,3,4,0,4,6,1,0,0,11,385,98.0,0,0,0,0,23,12,16,5,2,6,40.0,0,15,9,8,10,80.0,8,134,39,29.1,76,50,8,19,8,0,595,96,335,295,35,3,583,4,0,0
775,Alan Empereur,1,3,5,9,0,40000,25,186,0,0,3,0,9.5,0.02,0.0,1,0,0,2,4,4,0,0,0,0,0,0,18,9,0,15,44,0,686,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.21,0.0,0.42,0.0,25,18,58.1,396,467,84.8,7730,3142,134,146,91.8,46,71,64.8,28,2,23,441,26,22,58,3,331,50,86,354,75,23,0,1,4,3,11,4,0,0,0,11,344,97.5,0,0,0,0,20,13,16,4,0,8,61.5,0,13,5,3,3,100.0,3,100,38,38.0,59,32,9,23,12,0,572,77,272,291,32,3,548,4,0,0
18,AdriĂˇn,0,1,3,1,0,4000000,32,190,0,0,1,0,9.7,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,355,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0,0,0.0,227,314,72.3,6819,3815,30,30,100.0,91,174,52.3,3,0,0,219,95,27,40,12,150,24,140,31,217,1,49,0,9,0,1,2,0,0,0,0,154,99.4,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0.0,0,2,0,0.0,2,0,0,0,0,0,338,301,338,0,0,0,244,4,0,0
1372,Vincent Laurini,1,1,5,11,0,1000000,30,173,0,0,4,0,9.8,0.0,0.0,9,5,1,15,86,13,0,0,1,0,0,0,13,20,0,9,30,1,1271,0,0,2,0.0,0.2,0.2,0.0,0.2,0.0,0.11,0.11,0.0,0.11,0.0,0.0,1.32,0.2,7,13,35.0,432,535,80.7,8259,3452,163,173,94.2,59,108,54.6,35,9,42,433,102,14,48,10,280,93,162,39,391,14,0,0,9,10,12,12,0,2,0,14,375,96.6,2,0,2,0,29,23,14,13,2,15,75.0,0,20,5,9,11,81.8,9,138,54,39.1,66,55,17,18,4,0,637,45,219,338,126,1,539,4,0,0
1015,Carlos Gruezo,3,1,5,15,0,1000000,24,171,0,0,3,0,9.8,0.04,-0.2,3,0,1,1,0,11,0,0,1,0,0,0,14,7,0,4,9,0,433,0,0,0,0.0,0.1,0.1,0.0,0.1,0.02,0.02,0.04,0.02,0.04,0.61,0.0,1.12,0.3,9,9,50.0,255,309,82.5,5797,1655,76,87,87.4,69,92,75.0,27,1,31,302,7,7,51,14,181,42,86,24,260,16,0,1,3,3,10,10,0,3,0,7,220,90.2,0,0,0,0,24,18,12,11,1,5,20.8,0,24,19,4,5,80.0,4,177,48,27.1,65,100,12,7,0,0,366,17,140,200,45,1,359,4,0,0
1523,Steve Mandanda,0,1,1,2,1,2000000,34,185,0,0,1,0,26.3,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1128,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0,1,0.0,575,848,67.8,17828,10728,74,74,100.0,218,489,44.6,6,0,0,627,221,79,71,22,401,56,391,98,565,0,134,0,23,4,2,1,0,0,0,0,413,99.3,0,0,0,0,0,0,0,0,0,0,0.0,0,4,4,1,2,50.0,1,6,2,33.3,6,0,0,0,0,0,906,794,902,6,0,0,687,4,0,0
746,Alfred Duncan,3,3,5,10,0,13000000,26,178,0,0,2,0,9.9,0.05,0.2,7,1,0,10,5,20,1,0,2,0,1,0,9,10,0,5,11,0,1530,0,0,0,0.1,0.1,0.2,0.1,0.2,0.08,0.06,0.14,0.08,0.14,1.52,0.51,2.03,0.2,4,6,40.0,347,411,84.4,6555,1695,138,148,93.2,45,66,68.2,30,16,47,399,12,7,68,10,307,48,56,359,30,14,0,3,5,6,14,17,0,1,0,7,392,90.3,0,0,0,0,13,7,11,2,0,4,23.5,0,17,13,25,39,64.1,26,149,50,33.6,53,66,30,8,1,0,516,14,111,299,158,13,505,4,0,0
979,Alfred Gomis,0,1,1,16,0,2000000,25,196,0,0,0,0,18.0,0.0,0.0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,1,985,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0,0,0.0,518,731,70.9,17088,11479,79,79,100.0,221,432,51.2,11,0,0,497,234,66,63,15,319,31,381,37,523,1,113,0,16,2,0,4,0,0,0,1,291,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,1,100.0,1,6,0,0.0,6,0,0,1,0,0,786,699,784,2,0,0,556,4,0,0
2336,Pione Sisto,5,1,3,17,0,4000000,24,172,0,0,2,0,9.9,0.06,0.1,8,1,0,25,7,29,4,0,4,0,0,0,9,26,5,3,5,0,1557,0,0,0,0.2,0.0,0.2,0.2,0.2,0.2,0.03,0.23,0.2,0.23,3.03,1.52,2.93,0.2,1,9,10.0,348,445,78.2,5737,1104,183,206,88.8,32,62,51.6,22,8,20,416,29,9,90,18,299,80,66,44,381,4,8,1,8,13,12,18,2,1,1,18,480,83.3,13,6,7,0,18,10,8,8,2,5,27.8,0,18,13,21,32,65.6,21,161,51,31.7,49,72,40,18,0,0,628,11,103,318,257,31,601,4,0,0
1430,Hugo Lloris,0,3,3,6,0,14000000,32,188,0,0,0,0,20.1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,612,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0,0,0.0,395,568,69.5,13101,8616,86,87,98.9,174,343,50.7,10,0,0,381,187,38,49,14,235,38,295,331,113,0,82,2,9,1,1,0,1,0,0,0,220,99.1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0.0,0,1,0,0.0,1,0,0,0,0,0,622,591,622,0,0,0,435,4,0,0
1930,Andy Pelmard,1,1,1,5,1,3000000,19,180,0,0,1,0,8.5,0.02,0.0,0,0,0,0,16,2,0,0,0,0,0,0,3,7,0,7,30,0,1247,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,5,13,27.8,527,585,90.1,10225,2066,166,175,94.9,50,80,62.5,10,0,10,552,33,17,51,16,493,41,51,124,435,7,1,1,8,4,6,2,0,0,0,18,471,98.7,0,0,0,0,21,11,17,4,0,8,72.7,0,11,3,4,5,80.0,4,90,30,33.3,65,24,1,24,6,0,675,99,437,279,12,0,643,4,0,0
1176,Christophe Jallet,1,1,1,19,1,25000,35,178,0,0,0,0,9.5,0.04,0.8,11,8,0,25,103,12,0,0,0,0,0,0,7,5,0,13,34,0,870,0,0,0,0.11,0.11,0.21,0.11,0.21,0.02,0.07,0.09,0.02,0.09,0.42,0.11,1.26,0.11,11,14,44.0,433,556,77.9,8045,3720,202,233,86.7,56,96,58.3,37,14,55,421,135,17,46,19,283,132,141,83,343,18,5,2,5,11,14,9,3,1,0,18,340,91.9,15,8,2,2,28,15,17,9,2,11,31.4,0,35,24,6,8,75.0,6,176,49,27.8,75,75,26,23,5,0,662,37,196,321,170,5,530,4,0,0
1366,Gautier Larsonneur,0,1,1,14,1,5000000,22,181,0,0,2,0,26.6,0.0,0.0,1,0,0,0,1,2,0,0,0,0,0,0,2,4,0,0,2,0,1308,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0,0,0.0,736,1028,71.6,22376,12494,94,96,97.9,296,581,50.9,11,0,1,735,293,57,113,36,513,82,433,32,776,2,143,1,30,3,1,2,0,0,0,0,487,99.8,0,0,0,0,0,0,0,0,0,0,0.0,0,4,4,3,3,100.0,3,11,3,27.3,11,0,0,0,0,0,1117,1024,1113,5,0,0,827,4,0,0
590,IvĂˇn CuĂ©llar,0,3,3,18,1,65000,35,187,0,0,4,1,27.0,0.0,0.0,0,0,0,1,0,3,0,0,0,0,0,0,0,6,0,0,3,1,1552,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0,0,0.0,423,823,51.4,19260,14320,29,30,96.7,281,679,41.4,27,1,2,473,350,132,30,36,142,68,613,541,78,0,108,5,43,2,1,1,2,0,0,0,228,99.6,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2,0,0,0.0,0,2,0,0.0,2,0,0,0,0,0,905,734,884,20,1,0,561,4,0,0
495,Brendan Chardonnet,1,1,1,14,1,65000,24,185,0,0,4,0,9.1,0.03,-0.1,2,0,0,0,1,5,0,0,0,0,0,0,6,4,0,8,69,0,1406,0,0,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.33,0.0,0.55,0.0,31,21,59.6,478,536,89.2,11899,3475,102,107,95.3,144,175,82.3,32,2,37,524,12,11,63,33,402,35,99,49,452,18,1,0,5,1,3,5,0,0,0,7,440,98.9,0,0,0,0,17,8,11,4,2,3,33.3,0,9,6,3,3,100.0,3,81,29,35.8,52,27,2,16,9,0,648,103,394,288,16,2,636,4,0,0
152,Ludovic Baal,1,3,1,14,0,32500,33,176,0,0,1,0,9.2,0.06,-0.1,14,8,2,20,93,20,1,0,1,0,0,0,10,15,1,14,31,1,1881,0,0,1,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,0.22,0.0,2.18,0.11,21,13,61.8,500,619,80.8,8858,3971,245,269,91.1,54,97,55.7,42,13,51,515,104,11,103,11,366,132,121,479,20,17,1,0,10,14,13,17,1,1,0,19,427,95.3,0,0,0,0,34,21,17,14,3,12,48.0,0,25,13,17,27,63.0,19,178,62,34.8,96,65,17,22,3,0,750,30,242,387,179,8,650,4,0,0
1067,Tom Heaton,0,1,3,17,1,4000000,33,188,0,0,0,0,19.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,699,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,100.0,350,614,57.0,12850,9473,42,42,100.0,156,418,37.3,8,0,0,342,272,76,62,17,210,22,382,28,461,1,95,2,22,1,0,0,0,0,0,0,202,98.5,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2,0,0,0.0,0,3,0,0.0,3,0,0,0,0,0,671,597,659,11,1,0,399,4,0,0
644,Thomas Delaney,3,3,5,2,0,17000000,27,182,0,0,4,0,9.2,0.17,-0.5,1,0,0,1,1,9,0,1,0,0,0,0,20,12,1,23,38,0,707,1,0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,0.33,0.0,0.98,0.22,22,14,61.1,506,586,86.3,9520,1767,216,234,92.3,64,92,69.6,38,0,30,572,14,13,130,15,412,99,75,466,82,23,3,3,7,4,7,8,0,2,0,9,477,94.6,0,0,0,0,25,16,11,12,2,6,40.0,0,15,9,4,7,57.1,4,155,50,32.3,55,84,16,16,7,0,709,37,205,451,89,9,696,4,0,0
350,Domagoj BradariÄ‡,1,3,1,4,0,6000000,19,178,0,0,1,0,15.8,0.08,-0.4,19,13,0,62,141,30,0,1,1,0,0,0,11,14,1,13,44,0,2237,0,0,0,0.0,0.06,0.06,0.0,0.06,0.03,0.11,0.13,0.03,0.13,0.32,0.0,1.9,0.13,11,17,39.3,625,829,75.4,11205,3811,289,322,89.8,74,163,45.4,38,18,52,656,173,25,98,17,463,159,207,573,80,28,1,2,12,10,30,23,4,2,0,22,581,90.8,7,1,5,1,29,14,10,13,6,13,39.4,0,33,20,9,17,52.9,11,220,62,28.2,88,98,34,26,4,1,1000,39,207,530,340,7,827,4,0,0
2206,Jacopo Sala,1,1,5,20,1,1000000,27,181,0,0,1,0,9.5,0.03,-0.5,7,3,0,20,65,17,3,0,0,0,0,0,11,10,4,2,17,1,968,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,1.48,0.21,1.79,0.11,5,5,50.0,373,471,79.2,6291,2082,186,209,89.0,32,64,50.0,21,8,24,399,72,7,57,15,280,91,100,59,323,18,3,1,12,4,19,13,1,0,1,19,333,87.9,0,0,0,0,24,9,17,5,2,9,39.1,0,23,14,9,17,52.9,10,162,45,27.8,85,51,26,19,0,0,576,33,163,265,182,12,504,4,0,0
478,Federico Ceccherini,1,1,5,10,1,2000000,27,187,0,0,3,0,9.3,0.06,-0.2,1,0,0,0,7,4,1,0,0,0,0,0,9,14,0,10,56,1,962,0,0,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,0.43,0.0,0.43,0.0,27,11,71.1,346,395,87.6,7129,2703,117,128,91.4,53,72,73.6,17,2,13,370,25,18,44,13,290,37,68,94,260,23,1,0,9,2,4,3,0,0,0,7,285,99.0,0,0,0,0,12,10,8,4,0,6,75.0,0,8,2,4,6,66.7,4,63,28,44.4,30,29,4,12,5,0,499,64,266,250,21,7,476,4,0,0
1152,Stefan Ilsanker,1,1,5,9,0,2000000,30,189,0,0,4,0,9.3,0.13,1.1,6,1,2,2,8,9,0,1,0,0,0,0,16,9,0,11,38,0,887,0,0,0,0.21,0.11,0.32,0.21,0.32,0.1,0.09,0.19,0.1,0.19,0.75,0.21,0.97,0.11,29,10,74.4,436,540,80.7,9195,2989,137,163,84.0,85,115,73.9,30,3,33,517,23,14,67,15,340,86,114,53,430,25,5,0,2,4,14,8,0,1,0,10,399,95.9,1,0,0,0,26,16,16,10,0,11,35.5,0,31,20,2,3,66.7,2,139,53,38.1,68,60,11,11,1,0,640,58,278,325,65,12,617,4,0,0
1389,Jordan Lefort,1,3,1,19,1,1000000,25,184,0,0,2,0,9.4,0.03,-0.1,3,1,0,6,35,7,3,0,0,0,0,0,4,6,0,11,50,0,925,0,0,0,0.0,0.11,0.11,0.0,0.11,0.01,0.03,0.04,0.01,0.04,0.32,0.11,0.75,0.21,13,9,59.1,400,484,82.6,8438,3977,143,151,94.7,65,116,56.0,22,1,27,441,43,8,40,19,304,63,117,381,47,17,1,0,10,6,7,4,0,1,0,8,365,98.6,0,0,0,0,5,4,3,2,0,3,42.9,1,7,4,5,6,83.3,5,65,20,30.8,42,23,0,10,2,1,565,48,304,263,30,2,524,4,0,0
1913,NehuĂ©n Paz,1,3,5,18,0,32500,26,191,0,0,4,0,9.4,0.06,-0.2,0,0,1,1,0,1,0,0,0,0,0,0,13,2,0,5,59,0,1193,0,0,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.43,0.0,0.11,0.0,38,12,76.0,386,443,87.1,8191,2973,114,121,94.2,61,84,72.6,17,1,28,432,11,9,47,16,322,42,79,371,43,13,1,1,7,1,6,1,0,0,0,13,369,99.2,1,0,0,0,10,4,8,2,0,3,30.0,0,10,7,1,1,100.0,1,102,32,31.4,59,39,4,20,7,0,544,124,318,245,16,8,533,4,0,0
456,Daniel CarriĂ§o,1,1,3,4,0,2000000,30,183,0,0,3,0,9.4,0.06,-0.2,1,0,0,0,2,3,0,0,0,0,0,0,8,2,0,3,44,1,1094,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.43,0.0,0.32,0.0,15,18,45.5,502,542,92.6,10515,3037,145,153,94.8,79,103,76.7,23,0,18,523,19,17,41,27,432,59,51,61,451,18,5,1,6,3,1,3,0,0,0,7,448,99.3,0,0,0,0,11,9,7,3,1,3,37.5,0,8,5,3,3,100.0,3,47,14,29.8,22,20,5,10,3,0,617,85,313,301,30,9,598,4,0,0
1642,Alex Meret,0,3,5,7,1,28000000,22,190,0,0,0,0,21.7,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,438,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0,0,0.0,508,601,84.5,11296,5694,172,173,99.4,119,211,56.4,1,0,0,425,176,39,60,7,413,50,138,359,145,1,85,0,8,0,0,0,1,0,0,1,286,98.6,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2,0,0,0.0,0,3,0,0.0,3,0,0,1,0,0,638,594,638,0,0,0,463,4,0,0
702,Koffi Djidji,1,1,5,16,0,3000000,26,184,0,0,0,0,9.5,0.0,0.0,2,0,0,0,4,3,0,0,0,0,0,0,12,2,0,9,55,1,593,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.32,0.11,11,12,47.8,346,395,87.6,7235,2218,118,125,94.4,54,78,69.2,13,0,14,380,15,11,30,8,295,31,69,26,336,22,1,2,10,1,3,3,0,1,0,19,284,96.9,0,0,0,0,29,13,20,9,0,4,26.7,0,15,11,7,8,87.5,7,169,41,24.3,109,55,5,41,22,0,531,108,327,217,14,0,517,4,0,0
1729,Marshall Munetsi,3,1,1,6,0,80000,23,187,0,0,3,0,9.3,0.04,-0.2,6,2,2,5,2,18,1,0,1,0,0,0,18,14,0,11,39,0,1148,0,0,1,0.0,0.21,0.21,0.0,0.21,0.02,0.05,0.07,0.02,0.07,0.43,0.0,1.93,0.21,38,19,66.7,290,372,78.0,5258,1179,134,158,84.8,45,67,67.2,15,3,15,364,8,6,80,7,260,51,61,33,290,25,2,0,9,5,9,15,0,2,0,13,287,91.4,0,0,0,0,26,17,10,13,3,10,41.7,0,24,14,14,25,56.0,16,178,49,27.5,76,80,22,21,8,0,515,41,169,308,80,10,509,4,0,0
217,Bastos,1,1,5,4,0,2700000,28,180,0,0,4,0,8.5,0.11,0.2,0,0,0,1,2,7,3,0,1,0,0,0,15,6,0,11,33,0,1383,1,0,1,0.12,0.0,0.12,0.12,0.12,0.09,0.0,0.09,0.09,0.09,0.82,0.24,0.82,0.0,10,11,47.6,378,416,90.9,7006,1907,173,182,95.1,55,67,82.1,21,1,16,405,11,9,47,7,355,31,30,86,315,10,1,1,4,6,5,3,0,0,0,7,361,97.6,0,0,0,0,13,10,7,6,0,4,28.6,0,14,10,14,19,73.7,14,113,33,29.2,67,40,6,17,10,0,509,63,248,257,51,7,499,4,0,0
534,Renaud Cohade,3,1,1,15,1,40000,34,181,0,0,3,0,8.5,0.05,0.6,9,0,2,14,5,20,0,0,0,0,0,0,20,4,1,7,6,0,1531,0,0,0,0.12,0.0,0.12,0.12,0.12,0.05,0.06,0.11,0.05,0.11,0.94,0.47,2.36,0.12,17,7,70.8,480,584,82.2,8886,2018,194,222,87.4,58,94,61.7,58,5,46,543,41,14,117,12,424,66,94,43,506,16,1,1,12,12,13,15,4,0,1,13,487,89.7,14,6,5,0,30,16,13,14,3,11,29.7,0,37,26,4,9,44.4,5,269,68,25.3,64,149,56,17,4,0,674,8,107,458,169,10,635,4,0,0
2341,Andreas Skov Olsen,5,3,5,12,0,6000000,19,187,0,0,2,0,8.4,0.08,-0.6,6,5,0,34,3,21,1,2,2,1,0,0,13,11,3,4,12,0,1622,0,0,0,0.12,0.0,0.12,0.12,0.12,0.19,0.05,0.25,0.19,0.25,2.37,0.83,2.49,0.36,5,11,31.3,274,378,72.5,4807,1166,126,151,83.4,32,58,55.2,11,11,19,353,25,4,77,14,244,52,82,231,120,19,2,1,6,5,14,12,3,2,0,13,370,82.2,18,8,3,2,13,7,6,6,1,5,29.4,0,17,12,16,39,41.0,17,215,47,21.9,50,97,68,14,1,0,515,6,79,195,277,41,492,4,0,0
576,Senou Coulibaly,1,1,1,16,0,80000,24,193,0,0,0,0,7.4,0.09,-0.4,1,0,0,0,2,3,0,0,0,0,0,0,7,5,0,12,53,0,871,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.68,0.14,0.41,0.0,10,10,50.0,322,383,84.1,7610,2709,78,87,89.7,74,102,72.5,19,2,19,372,11,9,32,14,282,40,61,25,328,23,2,1,9,7,2,2,1,0,0,5,314,98.1,0,0,0,0,12,5,8,4,0,3,50.0,0,6,3,0,0,0.0,0,80,20,25.0,60,18,2,16,11,0,484,81,303,193,7,5,473,4,0,0
610,Colin Dagba,1,1,1,1,1,16000000,20,170,0,0,1,0,7.4,0.02,0.0,5,4,0,22,52,10,2,0,0,0,0,0,13,3,2,7,11,0,1157,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.27,0.0,1.35,0.13,1,5,16.7,372,414,89.9,5527,1409,217,231,93.9,10,20,50.0,7,8,14,359,55,3,61,3,301,78,35,50,306,3,2,0,4,3,7,6,1,1,0,11,323,92.0,0,0,0,0,7,4,3,1,3,3,33.3,0,9,6,9,13,69.2,9,87,26,29.9,40,32,15,12,1,0,467,19,134,203,166,16,413,4,0,0
1516,Yunus MallÄ±,5,1,5,11,0,2800000,27,179,0,0,1,0,7.5,0.07,-0.7,4,1,0,4,1,15,0,1,4,0,0,0,6,17,0,3,4,0,675,0,0,0,0.0,0.13,0.13,0.0,0.13,0.1,0.1,0.2,0.1,0.2,1.34,0.53,2.01,0.27,3,8,27.3,152,213,71.4,2097,495,81,108,75.0,6,18,33.3,7,3,13,204,9,1,53,3,125,49,39,21,165,21,4,2,8,2,9,10,0,2,0,8,220,75.9,3,3,0,0,9,4,1,5,3,6,75.0,0,8,2,5,11,45.5,5,110,26,23.6,19,58,33,8,0,0,303,7,44,155,130,16,295,4,0,0
710,Jaume DomĂ©nech,0,1,3,9,1,6000000,28,185,0,0,1,0,14.7,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0,0,0.0,300,457,65.6,10025,7221,66,66,100.0,142,298,47.7,3,0,0,276,181,49,48,14,156,37,264,27,345,0,61,0,5,3,0,0,1,0,0,0,168,99.4,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,500,457,500,0,0,0,322,4,0,0
1105,Marco HĂ¶ger,3,1,5,14,1,1000000,29,182,0,0,2,0,7.5,0.03,0.0,7,0,0,3,3,13,0,0,0,0,0,0,11,5,0,4,13,0,750,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.13,0.0,1.73,0.0,13,13,50.0,343,418,82.1,7215,2321,127,150,84.7,65,81,80.2,39,2,39,398,20,15,94,15,271,63,84,81,299,25,2,1,8,7,6,11,2,0,0,14,300,93.8,1,1,0,0,10,7,6,2,2,6,33.3,0,18,12,8,14,57.1,11,167,48,28.7,68,83,16,18,4,0,477,28,159,274,76,8,457,4,0,0
283,Bernardo,1,3,3,15,0,4800000,24,186,0,0,1,0,7.5,0.04,-0.2,3,3,0,14,50,10,0,0,0,0,0,0,3,2,4,5,25,0,1003,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,0.93,0.27,1.33,0.0,28,9,75.7,286,383,74.7,4721,2079,142,171,83.0,18,41,43.9,26,8,39,332,51,1,81,1,199,92,92,254,32,25,2,0,12,9,14,9,1,0,0,13,285,87.2,0,0,0,0,28,16,14,5,9,12,63.2,0,19,7,9,12,75.0,10,129,44,34.1,56,48,25,16,3,0,483,30,160,211,141,14,433,4,0,0
8,Amir Abrashi,3,1,5,8,0,1000000,29,172,0,0,3,0,7.4,0.07,-0.4,4,3,0,5,1,10,1,0,0,0,0,0,17,12,0,8,15,1,572,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,0.68,0.27,1.36,0.0,12,9,57.1,298,342,87.1,4705,1028,148,165,89.7,16,25,64.0,19,5,21,324,18,12,61,1,262,45,35,25,298,9,2,0,4,5,11,8,1,0,0,16,261,90.6,0,0,0,0,23,13,11,11,1,7,41.2,0,17,10,7,10,70.0,7,164,41,25.0,68,82,14,19,3,0,438,21,141,256,64,3,423,4,0,0
898,Matteo Gabbia,1,1,5,6,1,2000000,19,185,0,0,1,0,7.6,0.04,-0.1,0,0,0,0,1,5,0,0,0,0,0,0,11,3,0,3,36,0,813,0,0,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.53,0.26,0.66,0.0,28,12,70.0,386,433,89.1,8572,2644,93,95,97.9,71,97,73.2,14,0,16,423,10,9,40,11,326,35,72,76,322,17,1,1,9,1,6,5,0,0,0,5,337,99.1,0,0,0,0,9,4,6,3,0,5,45.5,0,11,6,0,0,0.0,0,84,23,27.4,42,37,5,10,5,0,504,81,282,234,16,5,494,4,0,0
